"","Q5","Q6","Q7_1","Q7_2","Q7_3","Q7_4","Q7_5","Q7_6","Q8_1","Q8_2","Q8_3","Q8_4","Q8_5","Q8_7","Q8_8","Q8_9","Q8_10","Q9_1","Q9_2","Q9_3","Q9_4","Q9_5","Q9_6","Q9_7","Q9_8","Q9_9","Q9_10","Q9_11","Q9_12","Q9_13","Q10_1","Q10_2","Q10_3","Q10_4","Q10_5","Q10_6","Q10_7","Q10_8","Q10_9","Q10_10","Q10_11","Q10_12","Q10_13","Q10_14","Q10_15","Q11_1","Q11_2","Q11_3","Q11_4","Q11_5","Q11_6","Q11_11","Q11_12","Q11_7","Q11_8","Q11_9","Q11_10","Q15_1","Q15_2","Q15_3","Q15_4","Q15_5","Q15_6","Q15_7","Q15_8","Q15_9","Q15_10","Q15_11","Q15_12","Q15_13","Q15_14","Q15_15","Q15_16","Q15_17","Q15_18","Q15_19","Q15_20","Q15_21","Q15_22","Q15_23","Q16","Q17","Q18","Q19","Q20","Q22","Q23","Q26","Q28","currency","tot_spent_usd","spent_mon","spent_ord"
"1647","5","2","0","0","1","1","1","0","0","0","0","1","0","1","0","1","0","1","0","0","0","1","1","0","0","1","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","1","0","1","0","1","0","0","0","0","1","0","0","1","0","2",47,"2","5","3","4","2","1","4","CAD",3.1521,1,"5+"
"1648","3","2","0","0","1","1","0","0","0","0","0","0","1","0","0","1","0","0","0","1","0","0","0","0","1","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","2",45,"3","3","2","4","6","1","2","BRL",1.8,1,"0"
"1649","6","2","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1",29,"3","6","4","1","6","1","5","CNY",1.5,1,"<5"
"1650","3","1","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","0","0","1","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1",35,"2","10","8","1","2","1","6","EUR",2.34,1,"<5"
"1651","2","2","0","0","1","1","1","0","1","1","0","0","0","0","0","0","0","0","0","0","0","1","0","1","1","1","0","0","1","0","1","1","0","0","0","0","0","1","0","0","0","0","0","1","0","1","0","0","1","0","0","1","0","0","1","1","0","0","0","1","1","0","1","0","0","1","0","0","1","0","1","0","0","0","0","1","1","0","0","0","1",29,"3","3","2","2","5","1","2","BRL",18,1,"<5"
"1652","6","2","0","1","0","1","1","0","1","0","0","1","0","1","0","1","0","1","0","0","0","1","1","0","1","0","1","0","0","0","1","1","1","0","0","0","1","1","0","0","1","1","1","1","0","0","1","0","1","1","1","0","1","1","1","0","0","1","1","0","1","1","1","0","1","1","1","0","1","0","1","0","1","0","0","1","0","0","1","0","1",31,"6","15","13","3","4","6","6","EUR",5.85,1,"5+"
"1653","5","2","0","1","0","1","0","0","1","0","0","0","0","1","0","0","0","1","0","1","0","0","1","1","1","1","0","1","0","0","1","0","1","0","0","0","1","1","0","0","0","1","1","1","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","1","1","1","0","1","1","1","1","1","0","0","0","1","0","1","1","1","0","1","0","2",35,"3","1","15","5","5","5","12","USD",10,1,"<5"
"1654","1","2","0","0","1","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","1","1","1","0","1","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","1","0","0","0","0","0","1","0","2",40,"4","3","2","6","2","6","2","BRL",1.62,1,"<5"
"1655","5","4","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","1","1","0","1","0","0","0","0","1","0","1","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","1",22,"1","3","2","7","3","4","2","BRL",0.9,1,"5+"
"1656","3","3","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1",37,"3","10","8","4","2","1","6","EUR",117,1,"<5"
"1657","3","1","0","1","1","1","0","0","0","0","0","1","0","1","0","1","0","1","0","0","0","0","0","0","1","1","0","0","0","0","0","0","1","0","0","0","1","1","0","0","1","1","1","0","0","0","0","0","1","0","0","0","0","1","0","0","0","1","0","0","0","1","1","0","0","0","0","0","1","0","0","0","1","0","1","0","0","0","1","0","2",52,"1","1","15","4","3","1","12","USD",1.99,1,"5+"
"1658","7","3","0","0","1","1","1","0","1","0","0","0","1","1","1","0","0","1","0","1","0","1","1","0","0","1","0","0","0","0","1","0","1","0","0","0","1","0","0","0","0","1","1","0","0","0","0","0","1","1","1","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","1","1","0","1","0","1","0","1","0","1","0","2",18,"2","14","11","1","2","4","11","KRW",4.872,1,"5+"
"1659","4","1","0","0","1","0","0","0","0","0","0","1","1","0","0","0","0","1","0","0","0","1","1","0","1","1","1","0","0","0","0","0","0","0","0","0","1","1","0","0","0","1","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","2",28,"2","5","3","4","4","6","4","CAD",0,0,"5+"
"1660","7","2","0","1","0","1","0","0","1","0","0","1","1","1","0","1","0","1","1","1","1","1","1","1","1","0","0","1","0","0","1","1","1","0","0","0","1","1","0","0","1","1","1","0","0","0","0","1","0","1","1","0","0","0","0","1","0","1","1","0","1","1","1","1","0","1","1","1","1","1","0","0","1","0","0","1","1","1","1","0","1",17,"2","8","6","4","3","4","6","EUR",3.4983,1,"5+"
"1661","2","1","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","2",45,"1","7","5","6","5","3","6","EUR",11.7,1,"0"
"1662","1","2","0","0","1","1","0","0","0","0","0","0","0","1","0","1","0","0","1","1","0","0","0","1","0","1","0","0","0","0","0","0","1","0","0","1","1","0","0","0","1","1","1","0","0","0","0","0","1","0","0","0","0","1","1","0","0","0","1","0","1","1","0","0","1","0","1","0","1","0","0","0","1","0","0","0","0","0","1","0","1",16,"2","6","4","1","1","4","5","RMB",45,1,"5+"
"1663","6","2","0","1","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","1","0","1",19,"1","15","13","4","2","6","6","EUR",11.7,1,"5+"
"1664","8","4","0","0","1","0","1","0","0","0","1","0","0","1","0","0","0","1","1","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","1","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","1",29,"3","6","4","1","5","1","5","RMB",3,1,"<1"
"1665","6","2","0","0","1","1","1","0","1","0","0","1","1","1","1","0","0","1","0","0","0","1","0","0","1","1","1","0","0","0","1","0","0","0","0","1","1","1","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","1","0","1","1","0","0","0","0","0","1","1","0","0","1","0","0","1","0","0","1","0","2",21,"1","11","9","7","3","4","8","JPY",2.7,1,"<5"
"1666","5","2","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","1","0","0","1","1","0","0","0","0","0","0","0","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","1","0","0","0","0","0","0","1","1","1","0","1","1","1","1","1","1","0","1","0","1",43,"2","5","3","4","3","6","4","CAD",3.95,1,"<5"
"1667","8","2","0","0","1","0","0","0","0","0","0","1","0","0","1","0","0","0","0","1","0","0","1","0","0","1","0","0","0","0","0","0","0","0","1","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1",52,"3","1","15","2","3","8","12","USD",4,1,"<5"
"1668","4","2","0","0","1","1","1","0","1","0","0","0","0","0","0","0","0","1","0","0","0","1","1","0","0","1","0","0","0","0","0","0","0","1","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","1","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","1","1","0","0","0","2",39,"3","13","12","4","3","2","10","USD",3,1,"5+"
"1669","6","3","1","1","1","1","1","0","1","0","0","0","1","1","0","0","0","1","0","1","0","1","1","1","0","1","1","0","0","0","1","1","1","1","1","0","1","1","0","0","0","1","1","0","0","1","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","1","1","1","1","0","1","0","1","1","0","0","1","0","0","1","1","1","1","0","2",25,"1","8","6","4","5","4","6","EUR",2.34,1,"5+"
"1670","6","2","0","1","0","0","0","0","1","0","1","1","1","1","1","0","0","1","0","1","0","1","1","1","0","1","0","0","0","0","1","0","1","0","0","0","1","0","0","0","1","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","1","0","0","0","0","0","0","1","0","0","0","0","1","1","0","1",23,"2","12","10","3","4","4","9","MXN",2.94,1,"<1"
"1671","4","1","0","1","1","0","1","0","0","0","0","1","1","1","0","1","0","0","0","1","0","1","1","0","0","0","0","1","1","0","1","0","1","0","0","0","1","1","0","0","0","1","1","0","0","1","0","0","0","1","1","0","0","1","0","0","0","1","1","0","0","1","0","1","0","0","1","0","1","1","0","0","1","1","0","1","1","1","0","0","2",22,"2","13","12","4","4","1","10","USD",4,1,"5+"
"1672","2","1","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","1",62,"3","15","13","3","3","8","6","EUR",11.7,1,"<1"
"1673","6","2","0","1","1","1","1","0","0","0","1","1","1","1","1","1","0","1","1","1","1","1","1","1","1","1","0","1","0","0","0","0","1","0","0","0","0","1","0","0","1","0","0","0","0","0","0","1","1","0","0","0","0","1","0","0","0","0","1","0","0","0","0","1","0","1","1","0","0","0","1","0","0","1","0","0","0","1","0","0","2",27,"1","4","3","4","5","1","4","CAD",15.8,1,"5+"
"1674","7","5","0","0","0","1","0","0","0","0","1","0","1","0","0","1","0","1","0","1","0","1","1","1","0","1","0","1","0","0","1","0","1","1","1","0","1","1","0","0","1","1","1","0","0","0","0","0","0","0","0","0","1","1","1","1","0","1","0","0","1","1","1","0","1","1","1","0","1","1","1","0","1","0","1","1","1","0","1","0","1",28,"3","1","15","4","4","6","12","USD",5.99,1,"5+"
"1675","5","2","0","1","1","1","1","0","0","0","1","0","1","1","1","1","0","0","1","1","1","0","1","0","1","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","1","0","0","1","0","1","0","0","1","1","1","0","1","0","0","0","1","0","0","0","0","0","0","1","0","0","1","0","2",35,"3","16","13","4","7","1","6","EUR",5.8383,1,"<5"
"1676","7","4","0","1","0","0","1","0","0","0","0","1","0","0","1","1","0","1","0","1","0","0","0","1","0","0","0","1","1","0","1","0","1","0","0","0","1","0","0","0","0","0","1","0","0","1","0","0","0","0","1","0","0","0","0","0","0","1","1","0","1","1","1","0","0","1","1","1","1","1","0","0","1","0","0","1","1","1","1","0","1",36,"1","15","13","4","3","3","6","EUR",0,0,"<5"
"1677","2","1","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","1","0","1","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","2",54,"2","1","15","7","4","1","12","USD",0,0,"5+"
"1678","6","2","0","0","0","0","1","0","0","0","1","0","0","0","1","1","0","1","0","0","0","1","1","0","0","1","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","1","1","1","0","0","1","0","0","0","0","0","1","0","2",33,"3","13","12","4","2","5","10","RUB",5.6,1,"<5"
"1679","6","2","0","1","0","1","1","0","1","0","0","0","1","1","0","0","0","0","0","0","0","0","1","0","1","0","1","0","1","0","0","0","1","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","1","0","1","0","1","0","0","1","0","0","0","0","0","0","1","0","1","0","2",42,"3","5","3","4","6","1","4","USD",2,1,"<1"
"1680","6","2","0","1","0","1","0","0","1","0","0","0","1","0","1","1","0","1","1","0","0","0","1","0","1","0","0","1","1","0","1","0","1","0","0","1","1","0","0","0","1","1","1","1","0","1","1","1","1","1","1","0","0","0","0","0","0","1","1","0","0","0","1","0","0","0","0","0","1","0","1","0","1","0","0","0","1","1","1","0","1",42,"3","3","2","4","2","1","2","BRL",108,1,"<1"
"1681","5","3","0","0","1","1","0","0","1","0","1","0","0","0","1","1","0","1","0","0","1","1","1","1","1","1","0","0","0","0","1","0","0","0","1","0","1","1","0","1","0","1","1","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","0","1","0","1","0","0","0","1","0","0","0","0","0","0","0","1",17,"2","12","10","5","3","4","9","MXN",4.9,1,"<5"
"1682","2","1","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","1","1","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2",40,"4","7","5","7","3","1","6","EUR",11.7,1,"5+"
"1683","3","1","0","0","0","1","0","0","0","0","0","1","1","1","0","1","0","0","0","0","1","1","1","0","1","1","0","1","0","0","0","1","0","0","1","0","1","1","0","0","0","1","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","0","0","1","1","0","0","0","1","0","0","1","1","0","1","0","2",20,"2","2","1","4","2","6","1","USD",5,1,"5+"
"1684","4","2","0","1","1","1","0","0","0","0","1","0","1","1","0","0","0","1","0","0","1","0","0","1","1","1","1","0","0","0","0","0","0","1","0","0","1","1","0","0","1","1","0","0","0","0","0","0","0","1","0","1","1","0","0","0","0","0","0","0","0","0","1","0","1","0","1","0","1","0","0","0","0","0","0","1","0","0","1","0","1",20,"2","3","2","4","2","4","2","BRL",2.7,1,"0"
"1685","6","2","0","1","0","0","1","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","1","0","0","1","1","1","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","2",49,"3","10","8","4","3","6","6","EUR",3.51,1,"<5"
"1686","7","4","0","0","1","1","1","0","0","0","1","0","1","1","0","0","0","1","0","0","0","0","1","0","1","1","1","0","0","0","0","0","0","1","0","1","1","1","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","0","1","0","0","0","1","1","0","0","1","1","0","0","0","0","1","0","1",21,"2","3","2","5","5","1","2","BRL",1.224,1,"<5"
"1687","6","3","0","0","1","1","1","0","1","0","1","0","0","1","0","0","0","1","0","1","0","1","0","0","0","1","0","0","0","0","1","0","1","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","1","0","2",17,"2","12","10","3","2","4","9","USD",100,1,"<1"
"1688","6","3","0","1","0","1","0","0","0","0","0","0","1","1","1","0","0","0","1","0","0","1","0","1","0","0","1","0","0","0","1","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","2",40,"3","6","4","1","5","1","5","CNY",40.5,1,"<1"
"1689","4","2","0","0","1","1","1","0","0","1","0","1","0","0","0","0","0","1","0","1","0","0","0","0","1","1","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","1","0","0","0","1","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","1",27,"3","6","4","1","3","1","5","CNY",0.4485,1,"<5"
"1690","4","2","0","1","1","1","1","0","1","1","1","1","1","1","1","1","0","1","0","0","0","1","1","0","1","1","1","0","0","0","1","0","1","0","0","0","1","1","0","0","1","1","1","1","0","0","1","0","0","1","0","1","1","0","1","0","0","1","0","0","1","0","1","0","0","0","1","0","1","0","1","0","1","1","0","1","1","0","1","0","1",35,"3","12","10","3","6","1","9","MXN",1.715,1,"<5"
"1691","5","2","0","0","1","1","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","1","1","0","1","0","1","1","0","0","0","0","1","0","0","0","1","0","0","0","0","1","1","0","0","0","0","1","0","1","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","2",39,"3","10","8","7","3","2","6","EUR",11.7,1,"<1"
"1692","1","2","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1",42,"3","1","15","4","3","1","12","USD",2.99,1,"<5"
"1693","6","2","0","0","1","1","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","1","0","2",45,"3","5","3","4","5","5","4","CAD",11.06,1,"5+"
"1694","4","2","0","0","1","0","0","0","0","0","0","1","1","0","0","0","0","1","0","1","0","1","0","1","1","1","0","0","0","0","0","0","1","0","0","0","1","1","0","0","0","0","1","0","0","1","0","1","0","1","1","0","0","0","0","0","0","1","0","0","1","0","1","0","0","1","0","1","1","0","1","1","1","0","1","1","1","0","0","0","2",25,"2","1","15","4","2","1","12","USD",4.99,1,"5+"
"1695","1","1","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0","1","1","0","1","1","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","2",24,"2","3","2","2","5","9","2","BRL",0.9,1,"5+"
"1696","3","3","0","0","1","1","0","0","0","0","1","0","1","1","0","0","0","1","0","1","0","0","0","1","0","0","0","1","0","0","0","0","0","0","1","0","1","1","0","0","1","0","1","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","1","1","0","1","0","0","1","1","0","1","0","0","0","0","1","0","0","0","0","1",28,"2","16","9","7","6","4","8","USD",12,1,"<1"
"1697","2","1","0","0","1","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","1",28,"2","5","3","4","5","4","4","CAD",0.79,1,"0"
"1698","4","2","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","2",42,"6","5","3","6","3","4","4","CAD",3.95,1,"<5"
"1699","5","1","0","0","1","0","0","0","0","0","1","1","0","1","0","0","0","1","0","1","0","0","1","1","1","1","0","1","0","0","0","0","0","0","1","0","0","0","1","0","1","0","1","0","0","0","0","1","0","0","1","1","1","0","1","1","0","1","1","0","0","1","0","0","1","1","1","0","1","0","1","0","1","1","0","1","1","1","1","0","1",30,"2","8","9","4","6","4","8","EUR",23.4,1,"<5"
"1700","5","2","0","0","1","1","0","0","1","0","0","1","0","0","0","1","0","1","1","0","1","1","1","1","1","1","1","1","1","0","0","0","1","0","0","0","1","1","0","0","0","0","1","0","0","0","0","1","1","0","0","1","0","0","1","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","1","1","0","0","0","1",27,"1","3","2","5","5","4","2","BRL",2.34,1,"<5"
"1701","5","2","0","1","0","0","1","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","2",53,"3","7","5","4","5","1","6","EUR",58.5,1,"<1"
"1702","7","1","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1",29,"2","9","7","6","2","2","7","INR",130,1,"<5"
"1703","6","3","1","1","1","1","1","0","1","1","1","1","1","1","1","1","0","0","1","0","1","1","1","0","1","0","1","0","0","0","0","1","1","0","0","0","1","1","1","1","0","0","1","1","0","0","0","1","1","1","0","0","0","1","0","0","0","0","0","0","1","0","0","0","1","1","0","0","1","0","1","0","1","0","0","1","0","1","1","0","2",26,"6","12","10","3","4","1","9","MXN",6.86,1,"<1"
"1704","5","2","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1",18,"1","6","4","1","3","4","5","CNY",1.5,1,"<1"
"1705","2","1","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","1","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","2",66,"4","1","15","4","2","5","12","USD",10,1,"<5"
"1706","8","4","0","0","0","1","1","0","0","0","0","0","1","1","1","0","0","1","0","1","0","0","0","1","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","1","0","1","0","1","1","1","0","0","1","1","1","1","1","1","0","0","0","1",31,"3","6","4","1","5","1","5","CNY",12,1,"5+"
"1707","6","2","0","1","1","1","1","1","1","0","0","0","1","1","0","1","1","1","0","0","0","1","1","1","1","1","0","1","0","0","1","0","1","0","0","0","1","1","0","0","1","0","1","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","1","0","0","1","0","1","0","1","1","1","0","0","1","1","1","1","1","1","1","1","1","0","2",31,"3","1","15","2","5","1","12","USD",7.99,1,"<5"
"1708","5","2","0","1","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1",47,"2","3","2","6","3","1","2","BRL",27,1,"5+"
"1709","5","1","0","1","0","1","1","0","1","0","0","0","1","0","0","0","0","1","0","0","0","1","0","0","1","1","0","0","0","0","1","0","1","0","0","0","1","0","0","0","1","0","1","1","0","1","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0","1","0","1","0","0","1","0","0","0","0","2",40,"3","2","1","7","5","2","1","AUD",0,0,"5+"
"1710","6","4","0","0","0","0","1","0","0","0","1","1","0","1","0","0","0","1","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","1","0","0","0","0","0","0","1","0","1","0","0","0","1","0","0","0","1","0","0","1","0","1","0","1","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1",33,"3","15","13","4","5","1","6","EUR",5.85,1,"5+"
"1711","3","1","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","1","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","1","1","0","0","0","0","0","0","1","1","0","1","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","1","1","0","1","0","1",36,"3","12","10","3","5","1","9","MXN",2.205,1,"<1"
"1712","8","4","0","1","0","1","1","0","0","1","0","1","1","1","0","1","0","1","0","1","0","0","1","0","1","1","0","0","0","0","1","0","1","1","1","1","1","0","0","0","0","0","1","0","0","0","0","0","0","1","0","1","0","1","0","0","0","1","0","0","1","0","0","1","0","0","0","1","1","0","1","0","1","1","0","1","1","1","0","0","1",35,"3","6","4","1","5","1","5","CNY",0.75,1,"0"
"1713","6","3","0","1","1","0","0","0","1","0","0","1","1","1","0","0","0","1","0","1","0","0","0","1","1","0","1","0","0","0","1","0","1","1","0","0","1","0","0","0","0","0","1","0","0","0","0","1","0","0","1","0","0","0","0","1","0","1","0","0","0","0","0","1","0","0","1","0","1","0","0","0","0","0","0","0","1","0","0","0","1",32,"3","6","4","1","5","1","5","CNY",15.9,1,"5+"
"1714","4","2","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","1","0","0","0","1","0","0","0","2",25,"1","7","3","4","3","2","4","CAD",1.5721,1,"<5"
