"","Q5","Q6","Q7_1","Q7_2","Q7_3","Q7_4","Q7_5","Q7_6","Q8_1","Q8_2","Q8_3","Q8_4","Q8_5","Q8_7","Q8_8","Q8_9","Q8_10","Q9_1","Q9_2","Q9_3","Q9_4","Q9_5","Q9_6","Q9_7","Q9_8","Q9_9","Q9_10","Q9_11","Q9_12","Q9_13","Q10_1","Q10_2","Q10_3","Q10_4","Q10_5","Q10_6","Q10_7","Q10_8","Q10_9","Q10_10","Q10_11","Q10_12","Q10_13","Q10_14","Q10_15","Q11_1","Q11_2","Q11_3","Q11_4","Q11_5","Q11_6","Q11_11","Q11_12","Q11_7","Q11_8","Q11_9","Q11_10","Q15_1","Q15_2","Q15_3","Q15_4","Q15_5","Q15_6","Q15_7","Q15_8","Q15_9","Q15_10","Q15_11","Q15_12","Q15_13","Q15_14","Q15_15","Q15_16","Q15_17","Q15_18","Q15_19","Q15_20","Q15_21","Q15_22","Q15_23","Q16","Q17","Q18","Q19","Q20","Q22","Q23","Q26","Q28","currency","tot_spent_usd","spent_mon","spent_ord"
"370","6","2","0","0","1","1","1","0","0","0","0","1","1","1","0","0","0","0","0","0","0","1","1","0","1","0","0","1","0","0","0","0","1","0","1","0","1","1","0","0","0","1","0","0","0","1","0","0","1","0","0","0","0","1","0","0","0","1","0","0","0","1","1","0","0","0","1","0","1","1","0","0","1","0","0","1","1","0","0","0","1",21,"2","9","14","1","5","4","7","GBP",2.7,1,"5+"
"371","2","1","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1",61,"3","5","3","4","5","8","4","CAD",5.53,1,"5+"
"372","2","1","0","0","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1",24,"2","9","7","1","6","1","7","INR",26,1,"<1"
"373","7","2","0","1","1","0","1","0","0","0","0","0","0","1","0","0","0","1","1","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","1","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","1","0","0","0","1","1","0","1","0","0","0","0","1",23,"2","3","2","4","3","4","2","BRL",0,0,"0"
"374","2","1","0","0","1","1","1","0","1","0","0","0","0","1","0","0","0","0","0","0","1","1","1","0","1","0","1","1","1","0","0","0","0","0","0","0","1","1","0","1","1","0","1","1","0","0","1","0","0","0","1","1","0","0","1","0","0","0","0","0","1","0","0","1","1","1","0","1","0","0","1","0","0","0","0","0","0","0","0","0","2",19,"2","13","16","4","2","1","6","USD",10,1,"<5"
"375","8","2","0","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","1","0","0","1",25,"2","10","8","4","3","6","6","EUR",2.7963,1,"5+"
"376","4","2","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","1","0","1","1","0","0","0","0","1","0","0","0","1","1","0","0","0","0","1","0","0","0","0","1","0","0","1","0","0","0","1","0","0","0","0","0","1","0","0","1","0","0","0","1","1","1","0","0","1","0","0","1","1","0","1","0","2",58,"3","1","15","4","4","7","12","USD",4.99,1,"<1"
"377","8","4","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","1","1","1","0","1","0","0","0","0","1","0","1","0","0","0","1","0","0","1","0","1","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","1","1","0","1","0","0","0","0","0","1","1","0","0","1","0","1","0","1","0","1","0","2",22,"3","9","7","1","5","2","7","INR",1.3,1,"5+"
"378","2","2","0","1","1","1","1","0","1","1","1","1","1","1","1","1","0","0","0","0","0","1","1","0","1","0","1","1","1","0","1","1","1","0","0","0","1","1","0","0","0","1","0","1","0","1","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","1","1","0","1","1","1","0","1","0","1","0","0","0","0","0","0","0","1","0","1",41,"3","3","2","4","3","1","2","BRL",360,1,"<5"
"379","2","3","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","1","0","1","0","0","1","0","1","0","0","0","1","0","0","1","1","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2",39,"1","10","8","4","3","2","6","EUR",23.4,1,"5+"
"380","6","2","0","1","0","1","1","0","1","0","1","0","1","1","0","0","0","1","0","0","0","1","1","0","1","0","0","1","0","0","1","0","1","1","0","0","1","0","0","0","0","1","0","0","0","0","0","1","0","1","1","0","1","1","1","0","0","0","1","0","1","1","1","0","0","1","1","0","1","0","1","0","1","0","1","1","0","1","1","0","1",31,"3","3","2","6","3","1","2","USD",15.9,1,"<1"
"381","8","2","1","1","1","1","1","0","1","0","0","1","0","1","0","0","0","0","0","0","0","1","1","0","0","1","0","1","1","0","0","0","0","1","0","1","0","0","0","0","1","1","0","0","0","0","0","1","0","0","0","0","0","0","1","1","0","0","0","0","1","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","2",25,"3","1","6","3","5","2","6","EUR",2.34,1,"<5"
"382","7","3","0","1","1","1","0","0","0","0","0","1","0","1","1","1","0","1","0","0","0","0","0","1","1","1","0","0","0","0","1","0","1","0","1","0","1","0","0","0","0","1","1","0","0","0","0","0","0","1","0","0","0","1","1","0","0","1","1","0","0","0","1","0","0","1","1","0","1","1","0","0","1","0","1","1","0","1","1","0","1",26,"2","3","2","4","3","1","2","BRL",1.782,1,"5+"
"383","4","2","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","1","0","0","0","1","0","1","0","0","0","1","0","0","0","0","1","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","1","0","0","0","1","1","0","0","1","1","1","0","1","1","1","1","0","0","1","1","1","0","0","2",23,"1","6","14","1","6","4","5","CNY",0,0,"<1"
"384","3","2","0","1","1","1","1","0","1","0","0","1","0","1","1","1","0","1","0","1","0","0","1","1","0","1","0","1","0","0","1","0","1","1","0","0","0","1","0","0","0","1","1","0","0","1","0","0","0","0","1","1","0","0","0","0","0","1","1","0","1","1","0","1","0","1","1","1","0","1","1","1","1","1","0","1","1","1","0","0","2",30,"2","16","16","7","7","1","6","EUR",3.4983,1,"<5"
"385","3","1","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","1","0","1","1","0","0","1","1","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","1","0","1","1","0","0","0","0","0","0","0","0","1","0","2",51,"3","4","14","4","3","2","3","GBP",5.4,1,"5+"
"386","6","2","0","0","0","1","1","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","1","0","1","0","0","0","0","1","1","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","1","1","0","1","0","0","1","1","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","1",42,"6","8","6","4","6","1","6","EUR",1.8603,1,"<1"
"387","2","1","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","1","0","0","0","1","0","1","0","1","0","1","0","1","0","1","0","0","1","1","0","0","0","1",22,"2","5","3","4","2","4","4","CAD",3.95,1,"5+"
"388","7","4","0","1","0","1","1","0","0","1","0","1","0","1","0","0","0","1","0","0","0","1","0","1","0","1","0","0","0","0","0","0","1","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","1","0","1","1","0","1","0","0","1","1","0","1","1","1","0","0","0","1","0","0","0","1","0","0","0","2",28,"3","6","4","1","5","1","5","CNY",15,1,"<5"
"389","8","4","0","1","1","1","1","0","1","1","1","1","1","1","1","1","0","1","1","0","1","0","0","0","1","0","0","1","0","0","1","0","1","1","1","1","1","1","1","1","1","1","1","1","0","0","0","1","0","0","1","0","0","0","0","0","0","1","0","0","0","0","1","1","0","1","1","1","1","1","0","0","1","0","0","1","1","1","0","0","2",24,"3","2","1","4","5","4","1","USD",1.99,1,"5+"
"390","8","5","0","0","0","1","1","0","0","0","0","0","0","1","0","1","0","0","0","1","0","0","0","0","0","0","0","1","1","0","1","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","1","0","0","0","0","1",30,"1","6","4","1","5","1","5","RMB",3,1,"5+"
"391","3","2","0","0","1","1","1","0","1","0","0","0","0","1","1","0","0","0","0","0","0","1","1","0","1","0","1","0","1","0","0","1","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","1","0","0","1","0","1","0","1",30,"3","13","12","1","2","1","10","RUB",4.2,1,"5+"
"392","3","2","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0","1","1","0","1","0","0","1","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","1","1","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","0","1","0","1",24,"2","12","10","7","2","6","9","MXN",3.185,1,"0"
"393","7","4","0","1","1","1","1","0","0","0","1","1","1","1","1","0","0","0","1","0","0","1","1","0","1","0","1","1","0","0","1","0","1","0","0","0","1","1","0","0","0","0","1","0","0","0","1","1","0","0","1","0","0","1","0","1","0","0","0","0","0","1","1","0","1","0","1","1","1","1","1","0","1","0","0","0","1","0","1","0","2",18,"2","2","1","5","2","4","1","USD",4,1,"5+"
"394","6","2","0","1","1","0","1","0","1","0","0","1","1","1","0","1","0","1","1","0","0","1","1","1","1","1","0","1","0","0","1","0","1","0","1","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","0","1","1","0","1","1","1","1","1","0","1","1","0","1","1","1","0","0","2",23,"1","5","3","4","5","4","4","CAD",3.9421,1,"<5"
"395","5","4","0","1","0","0","1","0","0","1","0","0","0","1","1","1","0","0","1","0","0","1","1","0","1","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","1","0","1","1","0","0","1","0","0","0","1","0","0","0","0","0","1","0","1",36,"2","15","13","3","4","6","6","EUR",5.85,1,"5+"
"396","6","2","0","1","1","0","1","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","1","0","0","0","0","1","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","2",17,"2","14","11","1","2","4","11","KRW",0,0,"<5"
"397","1","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","1","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","2",32,"3","12","10","3","2","3","9","MXN",2.45,1,"<5"
"398","1","2","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1",29,"2","10","8","1","6","3","6","EUR",351,1,"<5"
"399","2","1","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","1","1","1","0","1","1","0","0","0","0","0","0","1","0","0","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0","1","0","1","1","0","0","0","0","0","1","0","0","0","0","0","0","0","1","1","1","0","1",19,"2","4","14","4","3","2","3","GBP",4.05,1,"<5"
"400","7","4","0","0","1","1","1","0","0","0","1","0","0","1","0","0","0","1","0","0","0","1","0","1","0","0","0","1","0","0","0","0","0","1","0","0","1","1","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","1","0","0","1",23,"2","3","2","4","2","2","2","BRL",1.8,1,"<5"
"401","7","4","0","1","1","1","1","0","1","0","0","1","0","1","0","0","0","1","0","1","0","0","1","1","1","1","0","0","1","0","1","0","1","0","0","0","1","1","0","0","0","1","1","0","0","0","1","0","0","1","1","0","1","1","0","1","0","1","0","1","1","1","1","0","1","0","0","0","1","0","0","0","1","1","0","1","1","0","1","0","1",26,"2","13","12","4","3","2","10","RUB",0.924,1,"0"
"402","7","6","0","0","1","1","1","0","1","1","1","1","1","1","1","1","0","0","1","0","1","0","1","0","1","1","0","1","0","0","1","0","0","0","1","1","1","0","0","0","1","0","1","0","0","0","1","1","0","1","1","0","0","1","0","1","0","1","0","0","1","1","1","0","1","0","1","0","1","1","0","0","1","1","0","1","1","1","1","0","1",30,"3","6","4","1","2","3","5","RMB",2.7,1,"<5"
"403","3","1","0","1","0","1","0","0","0","0","1","0","0","1","0","0","0","0","0","0","1","1","0","0","1","1","0","1","0","0","0","0","1","1","1","0","1","0","0","0","1","1","1","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","1","1","0","0","0","1","0","1","0","0","0","1","0","0","1","1","1","1","0","1",38,"3","16","16","6","7","1","6","USD",9,1,"<5"
"404","7","2","0","1","0","0","0","0","1","0","0","0","0","1","1","0","0","1","0","1","0","1","1","1","1","1","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","1","1","0","0","0","0","0","0","0","1","0","0","1","0","1","1","1","1","1","0","0","0","0","1","0","0","1","0","1","1","1","1","0","0","1",36,"2","10","8","4","6","1","6","EUR",3.4983,1,"<5"
"405","6","5","0","1","1","1","1","0","0","0","0","1","1","1","1","1","0","0","1","1","0","0","0","0","1","1","1","1","1","0","1","1","0","1","0","0","1","1","0","1","1","1","0","0","0","0","1","1","0","1","0","1","0","1","1","0","0","0","0","0","1","1","1","1","1","1","1","1","1","0","1","1","1","0","0","1","1","0","1","0","2",30,"2","5","3","4","3","1","4","CAD",9.48,1,"5+"
"406","5","4","0","1","0","1","1","0","0","0","1","0","0","1","1","1","0","0","0","1","1","1","1","1","1","1","1","1","1","0","1","1","1","1","0","0","1","1","0","1","1","1","1","0","0","0","0","0","0","0","0","1","1","0","0","1","0","0","0","0","1","1","1","0","1","0","1","1","1","0","1","0","1","1","0","0","0","0","1","0","2",16,"2","4","14","4","2","4","3","GBP",6.75,1,"<5"
"407","4","2","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","1","0","1","0","1","1","1","1","1","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","1","1","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","1","1","0","0","1",49,"3","10","8","7","6","1","6","EUR",0,0,"<5"
"408","5","1","0","0","1","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","1","1","1","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","1","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","2",26,"1","5","3","7","3","1","4","CAD",2.3621,1,"<5"
"409","6","4","0","0","1","1","1","0","1","0","0","1","1","1","0","1","0","0","0","0","0","1","1","0","1","1","0","1","1","0","1","1","0","1","0","0","1","1","0","1","1","0","1","1","0","0","1","0","0","0","0","1","1","1","1","1","0","0","0","0","1","1","0","0","1","0","0","1","1","1","1","1","0","1","1","1","0","1","1","0","1",26,"2","1","7","1","6","1","7","INR",3.25,1,"<1"
"410","6","3","1","1","1","1","1","0","1","1","1","1","1","1","1","1","0","1","0","0","0","1","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","1","0","0","0","0","0","0","0","1","1","1","1","0","1","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","1","0","1","1","0","1",38,"2","10","8","4","6","1","6","EUR",3.51,1,"<5"
"411","6","3","0","1","0","1","1","0","1","1","1","0","0","0","0","0","0","1","0","1","1","1","0","1","0","1","0","0","0","0","1","0","1","1","0","0","0","0","0","0","1","0","1","1","0","0","0","0","0","0","0","1","0","0","1","1","0","1","1","0","1","1","1","1","1","1","1","1","1","1","1","1","1","0","1","1","1","1","1","0","1",36,"3","6","4","1","5","1","5","CNY",30,1,"<5"
"412","6","2","1","0","1","1","0","0","0","0","0","0","1","0","1","1","0","1","0","0","1","1","1","0","1","1","1","1","1","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","0","1","1","1","1","1","1","1","1","1","1","1","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","0","2",46,"3","9","7","1","5","1","7","INR",13,1,"<5"
"413","2","1","0","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","1","1","1","0","1","0","1","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","1","0","0","1","0","0","1","0","1",30,"1","10","8","4","6","1","6","EUR",35.1,1,"<5"
"414","7","3","0","1","1","1","1","0","1","1","0","1","1","1","1","0","0","1","0","1","0","1","0","0","1","1","0","0","0","0","0","0","1","1","1","1","1","1","0","0","1","1","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","1","0","1","0","1","0","0","0","0","0","1","0","2",17,"2","14","11","1","2","4","11","KRW",1.68,1,"5+"
"415","7","5","0","1","1","1","1","0","1","1","1","1","1","1","1","1","0","1","1","1","1","1","1","1","0","1","1","1","1","0","0","1","1","0","1","0","1","1","0","0","0","1","1","1","0","0","0","1","0","0","0","0","1","0","1","1","0","1","0","0","0","1","1","0","0","1","1","0","1","1","1","0","0","0","1","0","1","0","0","0","1",29,"3","6","4","1","5","1","5","CNY",7.5,1,"<5"
"416","7","1","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","1",17,"2","14","11","1","2","4","11","KRW",8.4,1,"5+"
"417","6","2","0","1","0","1","1","0","0","1","1","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1",34,"3","6","4","1","5","1","5","RMB",7.5,1,"<5"
"418","6","2","0","1","1","1","1","0","0","0","1","0","1","0","1","1","0","0","1","0","0","0","1","0","1","1","1","0","1","0","1","0","1","0","0","0","1","1","0","0","0","1","0","0","0","0","0","0","1","1","0","0","1","0","1","1","0","1","0","0","1","1","0","0","1","0","0","0","1","0","0","0","1","0","1","0","1","0","1","0","1",29,"2","3","2","4","3","1","2","USD",4.99,1,"<5"
"419","2","1","0","0","0","0","1","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","1","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","1","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","1","0","1",45,"3","15","13","3","1","6","6","EUR",0,0,"<5"
"420","8","4","0","1","0","1","0","0","1","0","0","0","0","1","0","0","0","1","0","1","0","1","0","1","0","0","0","0","1","0","1","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","1",23,"1","12","10","6","2","3","9","MXN",0.98,1,"5+"
"421","4","2","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1",27,"2","5","3","4","5","1","4","CAD",3.95,1,"<5"
"422","7","2","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","1","1","1","1","0","0","0","0","1","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1",18,"2","9","7","7","2","4","7","INR",0.26,1,"<5"
"423","2","1","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1",64,"3","7","5","3","5","8","6","EUR",5.85,1,"0"
"424","3","2","0","0","1","0","1","0","1","0","0","0","1","0","0","0","0","1","0","1","0","0","0","0","1","1","0","0","0","0","0","0","1","1","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","1","1","1","1","0","0","0","1","1","0","1","1","1","1","1","0","1","1","0","0","0","2",60,"3","4","14","4","5","7","3","GBP",8.1,1,"<5"
"425","7","3","0","0","0","1","1","0","0","1","1","0","0","1","0","0","0","1","1","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","1","1","1","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","0","2",40,"3","6","4","1","5","1","5","RMB",1.5,1,"<5"
"426","4","2","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","2",69,"3","8","6","7","4","8","6","EUR",3.51,1,"5+"
"427","8","4","1","1","1","1","1","0","1","1","1","1","1","1","1","1","0","1","0","1","1","1","1","1","1","1","1","1","1","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","0","0","0","0","1","0","1","1","0","0","0","1","0","1","0","1","1","1","0","0","1","0","1","0","0","0","0","1","0","0","1","0","1","0","0","0","1",35,"3","6","4","1","5","1","5","CNY",2.25,1,"<5"
"428","6","2","0","0","1","1","0","0","0","1","1","0","0","1","0","0","0","1","0","0","0","1","0","1","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","1","0","0","0","1","0","0","1","0","0","1","0","0","1","0","1","1","0","0","1","0","1","0","1","0","0","0","1",29,"3","6","4","1","5","1","5","RMB",75,1,"<5"
"429","5","2","0","1","0","1","0","0","1","0","0","0","0","0","1","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1",45,"3","10","8","4","3","1","6","EUR",17.55,1,"<5"
"430","6","3","0","0","1","1","0","0","1","0","0","1","0","1","1","0","0","1","0","1","1","1","1","1","1","1","0","1","0","0","1","0","1","0","1","0","0","1","0","0","1","1","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","2",18,"2","16","3","1","2","4","4","CAD",3.9421,1,"5+"
"431","3","1","0","0","1","1","1","0","0","0","1","0","1","1","0","0","0","1","0","0","0","1","0","0","1","1","0","0","0","0","0","0","1","0","0","0","1","0","1","0","1","1","1","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","1","0","1","0","0","1","1","1","1","0","0","0","0","0","1","1","0","0","0","1",51,"4","4","14","4","2","1","3","GBP",4.0365,1,"5+"
"432","5","3","0","1","1","1","0","0","1","1","1","1","1","0","1","1","0","1","1","1","0","1","1","1","1","1","1","0","0","0","1","1","1","1","1","1","1","1","0","1","1","1","1","1","0","1","1","1","1","1","1","1","1","1","1","1","0","0","1","0","0","1","0","0","1","1","0","0","1","0","1","1","0","1","1","1","0","1","1","0","1",31,"1","6","4","1","6","1","5","CNY",3,1,"5+"
"433","5","6","1","1","0","1","1","0","1","0","0","1","1","0","1","1","0","1","1","1","1","1","1","0","0","1","0","0","1","0","1","1","1","1","0","1","1","1","0","1","1","1","0","1","0","0","0","0","0","1","1","1","1","0","1","1","0","1","0","0","0","1","1","0","0","0","1","1","1","1","1","0","1","1","0","0","1","0","1","0","2",58,"5","12","10","3","5","2","9","USD",400,1,"<5"
"434","7","4","0","1","0","1","1","0","1","0","1","1","0","1","1","1","0","1","0","1","0","1","1","1","1","1","1","1","1","0","0","0","1","1","0","1","0","0","0","1","1","1","1","1","0","0","1","0","0","0","0","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","1","0","0","0","1",30,"3","6","4","1","5","1","5","CNY",9,1,"5+"
"435","7","3","0","0","0","1","1","0","0","0","0","0","0","0","1","1","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1",37,"3","13","12","4","3","1","10","RUB",2.8,1,"<5"
"436","6","5","0","0","1","1","1","0","1","1","0","1","0","1","0","0","0","1","1","1","0","1","1","1","1","1","1","1","0","0","1","0","0","1","1","1","1","1","0","1","1","0","0","0","0","1","0","0","0","1","1","0","0","1","0","0","0","1","0","0","1","0","0","1","0","0","1","0","1","0","1","0","1","0","0","1","1","0","1","0","2",37,"3","15","13","3","2","2","6","EUR",3.51,1,"<5"
"437","2","1","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1",41,"3","3","2","4","3","1","2","BRL",18,1,"5+"
